N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO _PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO;;;;;;;;;
1168;PE;12643;PNSU;238817;2179026;INSTALACION Y REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL SECTOR NOR ESTE PERIFERICO DE LA CIUDAD DE HUARAL, PROVINCIA DE HUARAL - LIMA;MUNICIPALIDAD PROVINCIAL DE HUARAL;LIMA;HUARAL;HUARAL;13760;4346148.96;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1169;PE;12644;PNSU;222629;2177032;MEJORAMIENTO INTEGRAL Y AMPLIACION DE LOS SERVICIOS DE AGUA Y DESAGUE DE LOS AA.HH. EL ANGEL, CONTIGO PERU, LA HUACA, SANTA ELENA Y NUEVO HUARAL DE LA CIUDAD DE HUARAL, PROVINCIA DE HUARAL - LIMA;GOBIERNO REGIONAL DE LIMA;LIMA;HUARAL;HUARAL;4506;21336376.15;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1170;PE;12645;PNSU;164006;2176842;INSTALACION DEL INTERCEPTOR Y CONSTRUCCION DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA CIUDAD DE HUARAL, PROVINCIA DE HUARAL - LIMA;MUNICIPALIDAD PROVINCIAL DE HUARAL;LIMA;HUARAL;HUARAL;95556;106459970.4;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
1171;PE;12646;PNSU;72449;2069697;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL C.P. SAN MIGUEL DE ACOS, DISTRITO DE SAN MIGUEL DE ACOS, PROVINCIA DE HUARAL - LIMA;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS;LIMA;HUARAL;SAN MIGUEL DE ACOS;713;1295184;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1172;PE;12647;PNSU;9330;2021444;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DE MATUCANA;GOBIERNO REGIONAL LIMA;LIMA;HUAROCHIRI;MATUCANA;3777;2201222.49;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1173;PE;12648;PNSU;39004;2039868;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DE RICARDO PALMA - HUAROCHIRI;GOBIERNO REGIONAL LIMA;LIMA;HUAROCHIRI;RICARDO PALMA;9396;1789553;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1174;PE;12649;PNSU;271489;2187005;AMPLIACION, MEJORAMIENTO DE LA CAPTACION Y ALMACENAMIENTO DEL SERVICIO  DE AGUA POTABLE  DEL, DISTRITO DE CALETA DE CARQUIN - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN;LIMA;HUAURA;CALETA DE CARQUIN;6600;3932186.27;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1175;PE;12650;PNSU;6222;2030176;INSTALACION DEL SISTEMA DE AGUA POTABLE Y AMPLIACION DEL SISTEMA DE ALCANTARILLADO PARA LA LOCALIDAD DE MANZANARES - HUACHO;EMPRESA DE AGUA POTABLE Y ALCANTARILLADO DE LA PROVINCIA DE HUACHO;LIMA;HUAURA;HUACHO;6395;4347941;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1176;PE;12651;PNSU;29375;2061279;REHABILITACION DEL SISTEMA DE AGUA Y ALCANTARILLADO DE LA AV. LUNA ARRIETA Y PUERTO DE HUACHO;GOBIERNO REGIONAL LIMA;LIMA;HUAURA;HUACHO;779;850703.83;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1177;PE;12652;PNSU;152207;2117090;RENOVACION DE REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO. CALLE AMPARO CARDENAS, PSJ. SANTA ELENA, QUINTA CARDENAS Y ZONAS ALEDAÑAS. HUACHO;EMPRESA DE AGUA POTABLE Y ALCANTARILLADO DE LA PROVINCIA DE HUACHO;LIMA;HUAURA;HUACHO;340;182828.21;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1178;PE;12653;PNSU;239540;2235787;INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DEL CONO SUR DEL DISTRITO DE HUACHO, PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA;EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUACHO S.A.;LIMA;HUAURA;HUACHO;9996;12825627.94;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1179;PE;12654;PNSU;91457;2217620;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA ZONA SUR ESTE DEL DISTRITO DE HUALMAY - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE DE HUALMAY;LIMA;HUAURA;HUALMAY;6623;4018904.4;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1180;PE;12655;PNSU;91778;2107683;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA ZONA SUR-OESTE DEL DISTRITO DE HUALMAY - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE DE HUALMAY;LIMA;HUAURA;HUALMAY;10250;5752870;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1181;PE;12656;PNSU;91721;2143556;AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA ZONA NOR ESTE DEL DISTRITO DE HUALMAY, PROVINCIA DE HUAURA, DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE HUALMAY;LIMA;HUAURA;HUALMAY;10699;5995735.62;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1182;PE;12657;PNSU;47146;2045134;RENOVACION DE LA RED DE AGUA POTABLE Y ALCANTARILLADO DE LA URBANIZACION LAS PALMAS, AAHH. LA ESPERANZA Y ZONAS ALEDAÑAS DEL DISTRITO DE HUALMAY;EMPRESA DE AGUA POTABLE Y ALCANTARILLADO DE LA PROVINCIA DE HUACHO;LIMA;HUAURA;HUALMAY;5600;2854073;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1183;PE;12658;PNSU;144356;2117079;REHABILITACION DE REDES MATRICES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE DE LA CALLE ESTEBAN PICHILINGUE, CALLE FEDERICO VILLARREAL Y PSJ. MANUEL UBALDE. DISTRITO DE HUALMAY;EMPRESA DE AGUA POTABLE Y ALCANTARILLADO DE LA PROVINCIA DE HUACHO;LIMA;HUAURA;HUALMAY;495;99872.38;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1184;PE;12659;PNSU;48752;2064902;MEJORAMIENTO DE LAS REDES DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO UNIFICADO JOSE CARLOS MARIATEGUI, DISTRITO DE HUAURA - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE HUAURA;LIMA;HUAURA;HUAURA;3760;1678353;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1185;PE;12660;PNSU;157249;2189196;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE HUMAYA, DISTRITO DE HUAURA - HUAURA - LIMA;REGION LIMA;LIMA;HUAURA;HUAURA;3678;15016929.06;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1186;PE;12661;PNSU;70952;2069196;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DE LA COMUNIDAD DE SANTA CRUZ, DISTRITO DE LEONCIO PRADO - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO;LIMA;HUAURA;LEONCIO PRADO;396;460607.97;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1187;PE;12662;PNSU;110557;2123762;CONSTRUCCION REDES DE AGUA Y ALCANTARILLADO, CON EQUIPAMIENTO Y CASETA DEL POZO TUBULAR EN EL SECTOR EX AA.HH. ALBERTO FUJIMORI FUJIMORI, DISTRITO DE SANTA MARIA - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE SANTA MARIA;LIMA;HUAURA;SANTA MARIA;4890;13088005.95;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1188;PE;12663;PNSU;11725;2086631;MEDIDAS DE RAPIDO IMPACTO DE EMAPA HUACHO CIUDAD DE HUACHO;MUNICIPALIDAD PROVINCIAL DE HUAURA;LIMA;HUAURA;SANTA MARIA;24101;73402251.01;Transferencia;Indirecta;OBRA (SALDO);Paralizada;;;;;;;;;
1189;PE;12664;PNSU;150402;2123015;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LOS C.P. TIWINZA, STA. CONSTANZA, DON ALBERTO, EL AHORCADO Y BELEN, DISTRITO DE SAYAN - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE SAYAN;LIMA;HUAURA;SAYAN;4230;8622989.54;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1190;PE;12665;PNSU;45565;2061281;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL AA.HH. TOMA Y CALLA - DISTRITO DE SANTA MARIA;GOBIERNO REGIONAL LIMA;LIMA;HUAURA;VEGUETA;1026;320982;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1191;PE;12666;PNSU;45574;2061280;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE MAZO EN EL DISTRITO DE VEGUETA-PROVINCIA DE HUAURA;GOBIERNO REGIONAL LIMA;LIMA;HUAURA;VEGUETA;1785;3927765.12;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1192;PE;12667;PNSU;32863;2032729;CONSTRUCCION CULMINACION DEL SISTEMA DE ALCANTARILLADO - CONEXIONES DOMICILIARIAS Y PLANTA DE TRATAMIENTO CENTRO POBLADO LA PERLITA, DISTRITO DE VEGUETA - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE VEGUETA;LIMA;HUAURA;VEGUETA;2000;183690;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1193;PE;12668;PNSU;7651;2092709;MEJORAMIENTO E INSTALACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PARA LOS CENTROS POBLADOS DE MEDIO MUNDO Y LAS AMÉRICAS - DISTRITO DE VÉGUETA;MUNICIPALIDAD DISTRITAL DE VEGUETA;LIMA;HUAURA;VEGUETA;0;1843816.41;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1194;PE;12669;PNSU;227637;2217470;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CAPITAL SAN JERONIMO DE SAYAN, DISTRITO DE SAYAN - HUAURA - LIMA;MUNICIPALIDAD DISTRITAL DE SAYAN;LIMA;HUAURA ;SAYAN;10165;25247070;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1195;PE;12670;PNSU;42305;2044654;CONSTRUCCIÓN SISTEMA DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE QUICHAS, PROVINCIA DE OYON - LIMA (POR ANULAR;MUNICIPALIDAD PROVINCIAL DE OYON;LIMA;OYON;OYON;975;2790670;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1196;PE;12671;PNSU;42364;2051096;CONSTRUCCIÓN SISTEMA DE AGUA POTABLE Y SANEAMIENTO CENTRO POBLADO DE MALLAY, PROVINCIA DE OYON - LIMA (POR ANULAR;MUNICIPALIDAD PROVINCIAL DE OYON;LIMA;OYON;OYON;630;1938502;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1197;PE;12672;PNSU;71714;2081242;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO CENTRO POBLADO DE VIROC, PROVINCIA DE OYON - LIMA;MUNICIPALIDAD PROVINCIAL DE OYON;LIMA;OYON;OYON;545;1152159.05;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1198;PE;12673;PNSU;103446;2101645;INSTALACION DE LOS SISTEMAS DE AGUA Y ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL DISTRITO DE ALLAUCA Y ANEXOS, DISTRITO DE AYAUCA - YAUYOS - LIMA;MUNICIPALIDAD DISTRITAL DE AYAUCA;LIMA;YAUYOS;AYAUCA;4452;7340615.86;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1199;PE;12674;PNSU;80435;2072669;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES  EN EL DISTRITO DE CATAHUASI Y ANEXOS, PROVINCIA DE YAUYOS, DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE CATAHUASI;LIMA;YAUYOS;CATAHUASI;1785;5371515.73;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1200;PE;12675;PNSU;26640;2030107;MEJORAMIENTO E INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PARA LA CAPITAL DE DISTRITO COLONIA - PAMPAS;GOBIERNO REGIONAL LIMA;LIMA;YAUYOS;COLONIA;1578;1257462.65;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1201;PE;12676;PNSU;102226;2100632;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO  Y PLANTAS  EN EL DISTRITO DE QUINCHES Y CENTROS POBLADOS - YAUYOS;MUNICIPALIDAD DISTRITAL DE QUINCHES;LIMA;YAUYOS;QUINCHES;250;3688904;Transferencia;Indirecta;PREINVERSION;Concluido;;;;;;;;;
1202;PE;12677;PNSU;102222;2099708;CONSTRUCCION DEL SISTEMA ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS  - QUINOCAY;MUNICIPALIDAD DISTRITAL DE QUINIOCAY;LIMA;YAUYOS;QUINOCAY;250;973500;Transferencia;Indirecta;PREINVERSION;Concluido;;;;;;;;;
1203;PE;12678;PNSU;102227;2104490;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE  ANEXO DE VISCAS QUINOCAY;MUNICIPALIDAD DISTRITAL DE QUINIOCAY;LIMA;YAUYOS;QUINOCAY;800;215158;Transferencia;Indirecta;PREINVERSION;Concluido;;;;;;;;;
1204;PE;12679;PNSU;102218;2104250;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL ANEXO DE AQUICHA, DISTRITO DE YAUYOS, PROVINCIA DE YAUYOS - LIMA;MUNICIPALIDAD PROVINCIAL DE YAUYOS;LIMA;YAUYOS;YAUYOS;750;1815654;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1205;PE;12680;PNSU;176784;2142969;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCIÓN DEL SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS EN EL ANEXO DE AUCO DISTRITO DE YAUYOS, PROVINCIA DE YAUYOS - LIMA;MUNICIPALIDAD PROVINCIAL DE YAUYOS;LIMA;YAUYOS;YAUYOS;809;1896797.76;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1206;PE;12681;PNSU;102154;2104246;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, DEL SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS EN EL ANEXO DE PUENTE AUCO, DISTRITO DE YAUYOS, PROVINCIA DE YAUYOS - LIMA;MUNICIPALIDAD PROVINCIAL DE YAUYOS;LIMA;YAUYOS;YAUYOS;230;1127295.19;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1207;PE;12682;PNSU;102112;2104988;MEJORAMIENTO, AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO EN EL DISTRITO DE PUTINZA, PROVINCIA DE YAUYOS - LIMA;REGION LIMA;LIMA;YAUYOS ;PUTINZA;481;1174814;Transferencia;Indirecta;PREINVERSION;Concluido;;;;;;;;;
1208;PE;12683;PNSU;115620;2095985;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y DESAGUE DE LAGUNAS, DISTRITO DE LAGUNAS - ALTO AMAZONAS - LORETO;MUNICIPALIDAD DISTRITAL DE LAGUNAS;LORETO;ALTO AMAZONAS;LAGUNAS;7396;24337138.13;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1209;PE;12684;PNSU;116943;2099682;CONSTRUCCION DEL SISTEMA DE ALCANTARILLA DEL CAÑO LA FLORIDA - DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;3350;5129907;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1210;PE;12685;PNSU;48011;2050324;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO ATUN QUEBRADA - ZAMORA - RIO PARANAPURA, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;3564;1580539;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1211;PE;12686;PNSU;59084;2053792;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LOS AA.HH. SAN JUAN Y 5 DE SEPTIEMBRE - YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;1122;1317157;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1212;PE;12687;PNSU;48182;2054495;MEJORAMIENTO, CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL BARRIO AGUAMIRO EN EL DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;1399;1550959;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1213;PE;12688;PNSU;48217;2054373;MEJORAMIENTO Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL CAÑO LAS CARMELITAS EN EL BARRIO LAS AMERICAS DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;2327;1991958;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1214;PE;12689;PNSU;48319;2050348;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN LAS CALLES PUTUMAYO-PASAJE PUTUMAYO, EN EL DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;82;172682;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1215;PE;12690;PNSU;48320;2052245;INSTALACION DEL SISTEMA DE DESAGUE EN LA ASOCIACION DE VIVIENDA LA MOLINA, DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;402;196590;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1216;PE;12691;PNSU;48704;2052228;INSTALACION DEL SISTEMA DE ALCANTARILLADO EN EL BARRIO SAN MARTIN, AA. HH. SANTA ANITA Y AA. HH. ANA DE JESUS-YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;1463;1099639;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1217;PE;12692;PNSU;48113;2052370;MEJORAMIENTO Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL CAÑO VARON EN EL BARRIO CENTRAL, LA FAVORITA Y LA BOCA EN EL DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;2713;1421977;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1218;PE;12693;PNSU;48325;2050325;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO ATUN QUEBRADA ALTO,ZAMORA-LAS AMERICAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;6480;1310136.36;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1219;PE;12694;PNSU;116827;2101897;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS AA. HH LOS ANDES, 5 DE SEPTIEMBRE Y SAN JUAN - DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS;MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;3500;3636310.95;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1220;PE;12695;PNSU;48810;2050376;CONSTRUCCION DEL SISTEMA DE DESAGUE EN LOS AA.HH. BELAUNDE TERRY Y MIRAFLORES -YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;851;528073;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1221;PE;12696;PNSU;59038;2050371;CONSTRUCCION DEL SISTEMA DE DESAGUE EN EL AA.HH. INDEPENDENCIA - YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;2596;4455674;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1222;PE;12697;PNSU;59890;2050344;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN EL BARRIO LA UNION CALLES JEBEROS, PUCALLPA, LAMAS, TARAPOTO, LAGUNAS, PAMPAHERMOSA Y PASAJE PAMPAHERMOSA - YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;1100;2441126;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1223;PE;12698;PNSU;337545;2310161;MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO EN EL PASAJE AEROPUERTO DE LA CIUDAD DE YURIMAGUAS - DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;4500;502154.44;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1224;PE;12699;PNSU;2446673;2446673;MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL EN LOS SECTORES DEL AA.HH. LA MOLINA,AA.HH. SAN JUAN VELASCO ALVARADO,AA.HH.DANIEL ALCIDES CARRION Y AA.HH.LOS MADEROS DE LA CIUDAD DE YURIMAGUAS DEL DISTRITO DE YURIMAGUAS - PROVINCIA DE ALTO AMAZONAS - DEPARTAMENTO DE LORETO;MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;7232;7992211.98;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1225;PE;12700;PNSU;111080;2095204;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE YURIMAGUAS, DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO;MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;58524;210384435;Transferencia;Indirecta;OBRA;En Ejecución;;;;;;;;;
1226;PE;12701;PNSU;67007;2067833;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE SAN LORENZO, PROVINCIA DE DATEM DEL MARANON - LORETO;MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON;LORETO;DATEM DEL MARAÑON;BARRANCA;12598;35517882;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1227;PE;12702;PNSU;55054;2050291;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE VILLA SARAMIRIZA, DISTRITO DE MANSERICHE - DATEM DEL MARANON - LORETO;MUNICIPALIDAD DISTRITAL DE MANSERICHE;LORETO;DATEM DEL MARAÑON;MANSERICHE;2255;2744928;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1228;PE;12703;PNSU;116997;2092287;CONSTRUCCION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA LOCALIDAD DE VILLA SARAMIRIZA, DISTRITO DE MANSERICHE - DATEM DEL MARANON - LORETO;MUNICIPALIDAD DISTRITAL DE MANSERICHE;LORETO;DATEM DEL MARAÑON;MANSERICHE;1791;6078975.44;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1229;PE;12704;PNSU;14204;2021768;INSTALACION AGUA POTABLE Y DESAGUE PUERTO AMERICA;INSTITUTO NACIONAL DE DESARROLLO;LORETO;DATEM DEL MARAÑON;MORONA;900;1390426;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1230;PE;12705;PNSU;94470;2077519;INSTALACION DEL SISTEMA DE ALCANTARILLADO, AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE ULLPAYACU, DISTRITO DE PASTAZA - DATEM DEL MARANON - LORETO;MUNICIPALIDAD DISTRITAL DE PASTAZA;LORETO;DATEM DEL MARAÑON;PASTAZA;1265;2574624.36;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1231;PE;12706;PNSU;200248;2226478;MEJORAMIENTO, AMPLIACION SISTEMA DE AGUA POTABLE, SANEAMIENTO Y TRATAMIENTO DE AGUAS SERVIDAS DE LA CIUDAD DE NAUTA, PROVINCIA DE LORETO - LORETO;MUNICIPALIDAD PROVINCIAL DE LORETO - NAUTA;LORETO;LORETO;NAUTA;35232;185548432.7;Transferencia;Indirecta;OBRA;En Ejecución;;;;;;;;;
